"Location","Country","category_var","variable","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Chittagong","Bangladesh","DIRECT COMPARATORS","EMPK_N",14.71774,14.63945,15.07855,14.98372,14.97314,14.94582,15.14201,15.30449,15.56755
"Chittagong","Bangladesh","DIRECT COMPARATORS","EMPGIR_U",306.1232,313.5635,324.2263,329.5179,333.8939,337.0005,344.5132,352.3323,360.6078
"Chittagong","Bangladesh","DIRECT COMPARATORS","EMPA",35.45411,35.44357,35.02292,34.59988,33.88187,32.87685,32.20601,31.91819,31.87058
"Chittagong","Bangladesh","DIRECT COMPARATORS","EMPHJ",162.0471,168.6941,177.3863,182.1798,186.5411,190.0866,196.2837,202.2498,211.0997
"Chittagong","Bangladesh","DIRECT COMPARATORS","GVATOTPPPC",19372.47,20703.65,22107.39,23562.46,25249.51,27238.38,29422.36,31921.39,34719.95
"Chittagong","Bangladesh","DIRECT COMPARATORS","GVAAPPPC",106.8341,108.6356,110.8532,115.2038,118.5711,121.4538,124.6263,129.5196,136.238
"Chittagong","Bangladesh","DIRECT COMPARATORS","GVAGIR_UPPPC",6072.558,6398.871,6757.23,7155.266,7569.071,8018.5,8543.527,9118.25,9782.914
"Chittagong","Bangladesh","DIRECT COMPARATORS","GVAK_NPPPC",3902.335,4128.522,4345.86,4557.197,4795.121,5052.656,5358.205,5671.72,6067.11
"Chittagong","Bangladesh","DIRECT COMPARATORS","GVAB_FPPPC",5125.493,5534.644,6039.364,6536.084,7170.562,7966.079,8786.833,9860.991,10929.87
"Chittagong","Bangladesh","DIRECT COMPARATORS","GVAO_QPPPC",1443.508,1553.631,1664.477,1791.902,1959.022,2191.637,2426.419,2644.317,2884.481
"Chittagong","Bangladesh","DIRECT COMPARATORS","GVAHJPPPC",2721.738,2979.351,3189.606,3406.812,3637.167,3888.057,4182.751,4496.595,4919.337
"Chittagong","Bangladesh","DIRECT COMPARATORS","GDPTOTUSC",6725.873,7174.823,7651.986,8148.819,8733.663,9416.836,10171.88,11035.84,12003.36
"Chittagong","Bangladesh","DIRECT COMPARATORS","GDPTOTPPPC",20115.69,21458.4,22885.5,24371.42,26120.57,28163.79,30421.97,33005.91,35899.55
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Total_Employment",483.3801,497.444,493.7159,503.4846,507.9,516.1503,521.1985,526.004,528.525
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Public_Services_Emp_Pct",0.285087036061269,0.270229211730366,0.270307680996298,0.273019472690922,0.271277219925182,0.274521200510781,0.303045384819795,0.300231747287093,0.30445466155811
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Industry_Emp_Pct",0.376135674596451,0.387271934127259,0.390118892261724,0.373769326807612,0.366551289623942,0.358692807114517,0.35115949105763,0.345181975802465,0.340366680857102
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Financial_Busines_Serices_Emp_Pct",0.0714444802340849,0.0797604956537821,0.0848877461714318,0.0929989517057721,0.0965875172278008,0.102994127873218,0.0993740005007689,0.106528847689371,0.109136899862826
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Consumer_services_Emp_Pct",0.0592719476867169,0.0622363120270824,0.0600844534275684,0.057837479041067,0.0560365820043316,0.0561914039379615,0.0439903606783212,0.0458039482589486,0.0458195922614824
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Agriculture_Emp_Pct",0.110843516313559,0.108664492887642,0.104661770058449,0.110905120037435,0.117812974995078,0.118411652574841,0.118906443514323,0.116746317518498,0.112320438957476
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Transport_Information_Communic_Services_Emp_Pct",0.0972173864832251,0.091837633984931,0.0899394773390932,0.0914696497171909,0.0917344949793266,0.0891886723692692,0.0835242426829701,0.0855072394886731,0.0879015183766142
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Total_GVA",25198.47,27381.5,29288.18,30747.35,32485.21,34303.94,36871.85,39551.84,42180.93
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Agriculture_GVA_Pct",0.159675567603906,0.151376659423333,0.147835406638446,0.145924510567577,0.142053968559846,0.140116703795541,0.134145886360462,0.129825211671568,0.124528762168117
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Consumer_services_GVA_Pct",0.0941631773675148,0.0965609261727809,0.0947607533141356,0.0955628371225488,0.0983007651789845,0.102068916864943,0.105469294326159,0.104667646309249,0.104929099476944
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Financial_business_services_GVA_Pct",0.111940367808045,0.117116155068203,0.122349903612993,0.128609750108546,0.135126846955892,0.140850963475333,0.144082816566025,0.143473527401001,0.143709017321335
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Public_services_GVA_Pct",0.0793351342363247,0.0720374705549367,0.0733833922080512,0.0729422860831909,0.080033313621799,0.0828834821889264,0.0924708958188971,0.0926518210025122,0.0949827327183161
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Transport_Information_Communic_Services_GVA_Pct",0.198127624415292,0.198403703230283,0.198574510263185,0.193997206263304,0.183577418769957,0.17310492613968,0.168128206206089,0.174013522506159,0.180355245842138
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Agriculture_Productivity",75.0954421976295,76.6803873868041,83.7925980169984,80.3522697927005,77.1201230806049,78.64358265728,79.8111816820834,83.6167905599551,88.4833374210972
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Consumer_services_Productivity",82.8165836442022,85.4025055008095,93.5581576050956,100.902326488619,112.199966410152,120.723395789638,169.613450274798,171.825330613878,182.765972382809
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Financial_business_services_Productivity",81.677691282195,80.8243090725515,85.5015326733703,84.4534394452021,89.4804390013209,90.8898062375319,102.572558220536,101.270322265172,105.090394541897
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Industry_Productivity",15.5141365057627,16.6461506358032,18.6046678251515,21.0131778426895,23.5784014085944,26.0978646360526,29.0268260193483,31.2536907842886,33.6967174248147
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Public_services_Productivity",65.2352012330431,74.2479053204081,79.6853176196956,81.1877687578522,85.092287292144,87.3915093207767,83.0369466174687,89.0019889427196,92.1397982374206
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Transport_Information_Communic_Services_Productivity",106.239616793583,118.916502203831,130.975001435664,129.520931715159,127.995308202383,128.993417148259,142.403218177779,153.023368532688,163.750644397162
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","Total_GDP",15391.05,16791.64,17967.05,18865.4,19903,20997.67,22530.5,24175.22,25783.46
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","GDP_per_capita_PPP",8.35691949434464,9.06912971542025,9.6300374359648,10.047857725567,10.5704835350774,11.07473986945,11.8220658965904,12.6182559159137,13.3941606071736
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","GVA_per_capita",8.3827245508982,9.06072137657181,9.61781820570078,10.0333985968347,10.5704835350774,11.0850966199186,11.8536096400663,12.6481944463099,13.4252850661797
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","POPTOTT",3006,3022,3045.2,3064.5,3073.2,3094.6,3110.601,3127.074,3141.902
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","EMPTOTT",483.3801,497.444,493.7159,503.4846,507.9,516.1503,521.1985,526.004,528.525
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","EMPO_Q",137.8054,134.4239,133.4552,137.4611,137.7817,141.6942,157.9468,157.9231,160.9119
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","EMPB_F",181.8165,192.6461,192.6079,188.1871,186.1714,185.1394,183.0238,181.5671,179.8923
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","EMPK_N",34.53484,39.67638,41.91043,46.82354,49.0568,53.16045,51.79358,56.0346,57.68158
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","EMPGIR_U",28.65088,30.95908,29.66465,29.12028,28.46098,29.00321,22.92771,24.09306,24.2168
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","EMPA",53.57955,54.0545,51.67318,55.83902,59.83721,61.11821,61.97386,61.40903,59.36416
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","EMPHJ",46.99295,45.68408,44.40455,46.05356,46.59195,46.03476,43.53271,44.97715,46.45815
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","GVATOTPPPC",25198.47,27381.5,29288.18,30747.35,32485.21,34303.94,36871.85,39551.84,42180.93
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","GVAAPPPC",4023.58,4144.92,4329.83,4486.792,4614.653,4806.555,4946.207,5134.826,5252.739
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","GVAGIR_UPPPC",2372.768,2643.983,2775.37,2938.304,3193.321,3501.366,3888.848,4139.798,4426.007
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","GVAK_NPPPC",2820.726,3206.816,3583.406,3954.409,4389.624,4831.743,5312.6,5674.642,6061.78
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","GVAB_FPPPC",8989.763,9980.693,10634.42,11160.16,11724.16,12382.87,13115.42,14055.47,14826.39
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","GVAO_QPPPC",1999.124,1972.494,2149.266,2242.782,2599.899,2843.23,3409.573,3664.55,4006.46
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","GVAHJPPPC",4992.513,5432.591,5815.886,5964.9,5963.551,5938.181,6199.198,6882.555,7607.552
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","GDPTOTUSC",15391.05,16791.64,17967.05,18865.4,19903,20997.67,22530.5,24175.22,25783.46
"Qinhuangdao, Hebei","China","ASPIRATIONAL COMPARATORS","GDPTOTPPPC",25120.9,27406.91,29325.39,30791.66,32485.21,34271.89,36773.73,39458.22,42083.14
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Total_Employment",4251.597,4490.658,4656.038,4836.112,5040.286,5220.267,5436.585,5612.047,5761.458
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Public_Services_Emp_Pct",0.146440855048115,0.145720426716976,0.143906149391392,0.144265186579633,0.15258773014071,0.156155231140476,0.156141290902285,0.166462736324197,0.16724297912091
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Industry_Emp_Pct",0.552220024616632,0.546784235183352,0.536721994107436,0.536319464892459,0.516224079347878,0.505697122388567,0.491811495635587,0.4844521081167,0.478705216630929
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Financial_Busines_Serices_Emp_Pct",0.101479938009176,0.110705179508215,0.113226416966528,0.113370513337987,0.118946643107157,0.130534913252521,0.138142032176449,0.137388229286034,0.142615931592316
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Consumer_services_Emp_Pct",0.0793157018409788,0.0758777889565404,0.0845138720946865,0.0833074999090178,0.084103044946259,0.0783868334703953,0.0782676073307049,0.0790917823745952,0.0792055587318349
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Agriculture_Emp_Pct",0.0583520027885992,0.056284624658569,0.0540167627497886,0.0533477305736509,0.0566100812533257,0.0530450453971032,0.0503806157725852,0.0485622625754916,0.0454233633222702
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Transport_Information_Communic_Services_Emp_Pct",0.0621915247376456,0.0646277449763487,0.0676146758252403,0.0693897080960904,0.0715285600856777,0.076180758570395,0.0852570317579878,0.0840429525982231,0.08680695060174
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Total_GVA",185623.3,202639.8,218520.2,236164.7,261094.5,287042,311111.6,332196.1,355103
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Agriculture_GVA_Pct",0.0374203292366853,0.0351186440176115,0.033021354547543,0.0311237284827072,0.0286510746109167,0.0266043784533274,0.025027758527808,0.0238636726921237,0.0227097771632456
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Consumer_services_GVA_Pct",0.188700933557371,0.192082453693697,0.207650963160385,0.215949038954594,0.22424133790639,0.229093825990622,0.226244858758079,0.227988438154452,0.228348282047744
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Financial_business_services_GVA_Pct",0.218210429401912,0.22150688068188,0.213497287664939,0.198356824707503,0.197564981261574,0.199974010771943,0.203570712246024,0.204106249290705,0.206580879350498
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Public_services_GVA_Pct",0.0510800529890375,0.0513400131662191,0.0490099313473079,0.0513234196304528,0.0579074626236861,0.0614752544923739,0.0611448432009607,0.0665715220618183,0.067836486878455
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Transport_Information_Communic_Services_GVA_Pct",0.0826444740504021,0.0856709787514595,0.0861173475038006,0.09240733267927,0.0987442094720494,0.108443503041367,0.121551044705501,0.118120110380585,0.120476903884225
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Agriculture_Productivity",27.9983368885062,28.1554667563451,28.6907171692231,28.4901215369564,26.2174036469924,27.577889222211,28.428144002249,29.0878485853309,30.8145284305064
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Consumer_services_Productivity",103.871230039642,114.232003643821,115.313730782074,126.586038079409,138.116797364683,160.702634065184,165.419492207559,170.629724953522,177.690425658967
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Financial_business_services_Productivity",93.8805678873051,90.288834654124,88.4951909808009,85.4408710996813,86.039983980654,84.2363621875326,84.3294906972629,87.9386928536559,89.2779109811815
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Industry_Productivity",17.2521708463649,18.2804130126768,18.6688704832897,18.0610178274211,19.8250482240594,21.7438180761658,23.6868135875307,24.9389797143412,26.5976889385216
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Public_services_Productivity",125.797681524877,128.288949886351,133.944219123699,139.068739853911,133.381347048665,131.838556770841,132.841404050583,127.783153162498,130.477558612127
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Transport_Information_Communic_Services_Productivity",58.0180346450046,59.8176700453551,59.7757106123726,65.0324337468308,71.5113040892655,78.2728191913226,81.5865388038285,83.1947215431684,85.5403925263319
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","Total_GDP",113965.1,124221.9,134159.7,145160.7,159967.1,175324,189525.2,202223.4,215931.2
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","GDP_per_capita_PPP",21.287594415198,23.0347648261759,24.7598582470803,26.6450629779577,28.9525948103792,31.1449281671746,32.6720109843684,33.6594126045278,34.719813297527
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","GVA_per_capita",21.2432249942779,23.0220177232447,24.7087492207852,26.5592330184435,28.9525948103792,31.2409664780148,32.8592733417828,33.8768203140934,34.9823808899892
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","POPTOTT",8738,8802,8843.839,8892,9018,9188,9468,9806,10150.91
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","EMPTOTT",4251.597,4490.658,4656.038,4836.112,5040.286,5220.267,5436.585,5612.047,5761.458
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","EMPO_Q",622.6075,654.3806,670.0325,697.6826,769.0858,815.172,848.8754,934.1967,963.5634
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","EMPB_F",2347.817,2455.421,2498.998,2593.701,2601.917,2639.874,2673.775,2718.768,2758.04
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","EMPK_N",431.4518,497.1391,527.1865,548.2725,599.5251,681.4271,751.0209,771.0292,821.6757
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","EMPGIR_U",337.2184,340.7412,393.4998,402.8844,423.9034,409.2002,425.5085,443.8668,456.3395
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","EMPA",248.0892,252.755,251.5041,257.9956,285.331,276.9093,273.8985,272.5337,261.7048
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","EMPHJ",264.4133,290.2211,314.8165,335.5764,360.5244,397.6839,463.5071,471.653,500.1346
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","GVATOTPPPC",185623.3,202639.8,218520.2,236164.7,261094.5,287042,311111.6,332196.1,355103
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","GVAAPPPC",6946.085,7116.435,7215.833,7350.326,7480.638,7636.574,7786.426,7927.419,8064.31
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","GVAGIR_UPPPC",35027.29,38923.55,45375.93,50999.54,58548.18,65759.55,70387.4,75736.87,81087.16
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","GVAK_NPPPC",40504.94,44886.11,46653.47,46844.88,51583.13,57400.94,63333.21,67803.3,73357.49
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","GVAB_FPPPC",78322.58,83949.8,89746.98,97025.84,102581.7,107471.1,112765.8,119374.6,125723.4
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","GVAO_QPPPC",9481.648,10403.53,10709.66,12120.78,15119.32,17645.98,19022.87,22114.8,24088.94
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","GVAHJPPPC",15340.74,17360.35,18818.38,21823.35,25781.57,31127.84,37815.94,39239.04,42781.71
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","GDPTOTUSC",113965.1,124221.9,134159.7,145160.7,159967.1,175324,189525.2,202223.4,215931.2
"Hangzhou, Zhejiang","China","ASPIRATIONAL COMPARATORS","GDPTOTPPPC",186011,202752,218972.2,236927.9,261094.5,286159.6,309338.6,330064.2,352437.7
"Surabaya","Indonesia","DIRECT COMPARATORS","Total_Employment",2865.782,2980.112,3123.111,3140.002,3103.807,3109.797,3286.689,3361.452,3481.774
"Surabaya","Indonesia","DIRECT COMPARATORS","Public_Services_Emp_Pct",0.0839867442813166,0.0820070520839485,0.0858271127731291,0.0834313481328993,0.0890003469932248,0.0915535322723637,0.0938647982817967,0.0918221946944356,0.0896702370688046
"Surabaya","Indonesia","DIRECT COMPARATORS","Industry_Emp_Pct",0.358285452277947,0.370095486344137,0.368087781702283,0.367092122871259,0.372092723548855,0.377000170750695,0.375657995021738,0.379127829283298,0.377246484119877
"Surabaya","Indonesia","DIRECT COMPARATORS","Financial_Busines_Serices_Emp_Pct",0.0330426285041919,0.0367714032224292,0.0390073231466957,0.041617903428087,0.0449505397726083,0.0340635096117206,0.044075755266166,0.0436681826781998,0.0493844804401435
"Surabaya","Indonesia","DIRECT COMPARATORS","Consumer_services_Emp_Pct",0.331870602858138,0.334508535249682,0.341934052295932,0.339147236211951,0.336726155975549,0.322753543076927,0.328255578790692,0.333053989763947,0.329075637878851
"Surabaya","Indonesia","DIRECT COMPARATORS","Agriculture_Emp_Pct",0.0783734073282615,0.0732719105859109,0.068631534389908,0.0663157539390102,0.0651871073169176,0.0639106989941787,0.059397131885615,0.0562180867077679,0.0534272471447027
"Surabaya","Indonesia","DIRECT COMPARATORS","Transport_Information_Communic_Services_Emp_Pct",0.114441084492819,0.10334554540232,0.0965120355952766,0.10239569911102,0.0920430619558497,0.110718577450554,0.0987486190509659,0.0961097168723516,0.101195913347621
"Surabaya","Indonesia","DIRECT COMPARATORS","Total_GVA",111845.6,119334.9,127213.9,135323.6,142188.1,149476.6,157385.1,165571.4,174387.4
"Surabaya","Indonesia","DIRECT COMPARATORS","Agriculture_GVA_Pct",0.0208078726387091,0.0208243606857675,0.0206206554472428,0.0203770369691613,0.0204890845295774,0.0204756329753286,0.0202336434643432,0.0188768954058491,0.0180806984908313
"Surabaya","Indonesia","DIRECT COMPARATORS","Consumer_services_GVA_Pct",0.340733743660904,0.337215098014076,0.337764898332651,0.335649731458519,0.334567731054849,0.334821370033838,0.334297401723543,0.33518331064423,0.333709201467537
"Surabaya","Indonesia","DIRECT COMPARATORS","Financial_business_services_GVA_Pct",0.0717023468066692,0.0731966088713361,0.0758781784066049,0.0762230682600818,0.0769574247071309,0.0777292900694824,0.0767677499331258,0.0769632919695068,0.0771296550094789
"Surabaya","Indonesia","DIRECT COMPARATORS","Public_services_GVA_Pct",0.0426060122168418,0.042501003478446,0.0423913660378308,0.0409149475775105,0.0408034497964316,0.0404361351542649,0.0400897607206781,0.0401565487759359,0.0404294117579596
"Surabaya","Indonesia","DIRECT COMPARATORS","Transport_Information_Communic_Services_GVA_Pct",0.10923237033911,0.112242939827326,0.115522124547711,0.115249963790499,0.11655855869795,0.117858514309263,0.120376198255108,0.120981280583482,0.120857355519952
"Surabaya","Indonesia","DIRECT COMPARATORS","Agriculture_Productivity",10.361788076728,11.3807019190918,12.2384355234742,13.2424377472007,14.3989023774244,15.3994404005448,16.3122407090671,16.5391396929955,16.9498918405174
"Surabaya","Indonesia","DIRECT COMPARATORS","Consumer_services_Productivity",40.070255695487,40.3677640349136,40.2364177103057,42.6522199257599,45.5172212531802,49.8635645383372,48.7669829841112,49.5708256479195,50.79102470223
"Surabaya","Indonesia","DIRECT COMPARATORS","Financial_business_services_Productivity",84.6904685743831,79.7105205282941,79.2351519648805,78.9314074118287,78.4303508226191,109.682282551029,83.4034569142081,86.8114327757283,78.2249734799844
"Surabaya","Indonesia","DIRECT COMPARATORS","Industry_Productivity",7.81052000062331,7.91976070924069,8.39677742895443,8.94859760382417,9.47475287989305,9.91024348469883,9.78568379754607,9.99899562153764,10.2402536149958
